--------------------
BDMEP - INMET
--------------------
Estação           : RECIFE  CURADO  - PE (OMM: 82900)
Latitude  (graus) : -8.05
Longitude (graus) : -34.95
Altitude  (metros): 10.00
Estação Operante
Inicio de operação: 07/07/1961
Periodo solicitado dos dados: 01/01/1980 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82900;29/01/1997;0000;;30.8;;9.8;7.7;28.18;66.75;4.433333;
82900;29/01/1997;1200;0.8;;25.5;;;;;;
82900;30/01/1997;0000;;31.5;;10;10.5;27.8;64.75;3.2;
82900;30/01/1997;1200;0;;24.7;;;;;;
82900;31/01/1997;0000;;31.2;;8.2;5.9;27.12;69;2;
82900;31/01/1997;1200;4.5;;21.7;;;;;;
82900;01/02/1997;0000;;31.2;;8;7.4;27.58;70.5;3.233333;
82900;01/02/1997;1200;0.1;;22.2;;;;;;
82900;02/02/1997;0000;;31.3;;10.4;8.7;27.74;69.75;3.066667;
82900;02/02/1997;1200;3.6;;25;;;;;;
82900;03/02/1997;0000;;31.3;;9.1;7.4;27.4;69;3.8;
82900;03/02/1997;1200;0.1;;21.5;;;;;;
82900;04/02/1997;0000;;31.4;;10.5;9.6;28.42;67;3.8;
82900;04/02/1997;1200;0;;26.2;;;;;;
82900;05/02/1997;0000;;31;;11;9;27.7;69.25;3.433333;
82900;05/02/1997;1200;4;;23.4;;;;;;
82900;06/02/1997;0000;;29.7;;6;6.8;26.9;75.25;2.2;
82900;06/02/1997;1200;11.6;;23.2;;;;;;
82900;07/02/1997;0000;;30.8;;10.5;4.1;27.22;69.25;2.766667;
82900;07/02/1997;1200;4.2;;21.8;;;;;;
82900;08/02/1997;0000;;28.9;;1.5;7.5;25.18;86.5;2.7;
82900;08/02/1997;1200;21;;22.9;;;;;;
82900;09/02/1997;0000;;29.8;;4.5;2.7;27.16;73.75;4.033333;
82900;09/02/1997;1200;30.3;;23;;;;;;
82900;10/02/1997;0000;;30.2;;6.3;4.7;27.18;75.75;2.166667;
82900;10/02/1997;1200;10.9;;22.9;;;;;;
82900;11/02/1997;0000;;30;;7.5;3.8;26.6;77.5;2.2;
82900;11/02/1997;1200;4;;22.4;;;;;;
82900;12/02/1997;0000;;29.9;;7.3;3.5;26.74;74.25;1.966667;
82900;12/02/1997;1200;10.3;;22.7;;;;;;
82900;13/02/1997;0000;;30.2;;6.1;5.6;27.24;72.25;2.366667;
82900;13/02/1997;1200;0.5;;22.7;;;;;;
82900;14/02/1997;0000;;30.5;;8;6.5;27.82;72.75;3.966667;
82900;14/02/1997;1200;0;;25;;;;;;
82900;15/02/1997;0000;;29.8;;4.8;5.9;25.84;84.75;1.866667;
82900;15/02/1997;1200;0;;22.2;;;;;;
82900;16/02/1997;0000;;30.2;;8.5;2.7;26.7;72.75;2.433333;
82900;16/02/1997;1200;4;;21.4;;;;;;
82900;17/02/1997;0000;;29.9;;5.3;5.7;27.26;73.25;4;
82900;17/02/1997;1200;0.3;;23.8;;;;;;
82900;18/02/1997;0000;;27.3;;0;3.9;25.58;89.5;1.933333;
82900;18/02/1997;1200;30.2;;23.2;;;;;;
82900;19/02/1997;0000;;29.8;;10.2;4;26.66;75.75;2.9;
82900;19/02/1997;1200;3.3;;23.7;;;;;;
82900;20/02/1997;0000;;28.7;;0.8;4.1;26;83.5;3.1;
82900;20/02/1997;1200;1.9;;21.7;;;;;;
82900;21/02/1997;0000;;29.3;;6.2;3.2;26.82;82;4.6;
82900;21/02/1997;1200;11.8;;24.4;;;;;;
82900;22/02/1997;0000;;30.1;;8.3;4.3;27.66;76.25;4.4;
82900;22/02/1997;1200;2.4;;24.8;;;;;;
82900;23/02/1997;0000;;30.6;;8.4;11.8;27.84;75.5;3.7;
82900;23/02/1997;1200;2.4;;25.6;;;;;;
82900;24/02/1997;0000;;30.5;;9.2;5.2;27.48;75;2.466667;
82900;24/02/1997;1200;0;;25.8;;;;;;
82900;25/02/1997;0000;;30.4;;10.2;5.1;26.84;72;2.5;
82900;25/02/1997;1200;0;;22.5;;;;;;
82900;26/02/1997;0000;;29.9;;9.8;6.2;27.42;72.75;2.566667;
82900;26/02/1997;1200;0;;25.4;;;;;;
82900;27/02/1997;0000;;30.2;;6.9;4.1;26.9;73;3.7;
82900;27/02/1997;1200;0;;21.2;;;;;;
82900;28/02/1997;0000;;30;;10.3;5.1;27.06;69.25;2.833333;
82900;28/02/1997;1200;1.7;;22;;;;;;
82900;01/03/1997;0000;;30.2;;7.4;5.4;26.76;76.25;1.833333;
82900;01/03/1997;1200;0.4;;22.2;;;;;;
82900;02/03/1997;0000;;30.4;;7.6;7.4;27.26;76.5;2.766667;
82900;02/03/1997;1200;5;;23;;;;;;
82900;03/03/1997;0000;;30.5;;5.3;8.1;27.84;79.5;3.066667;
82900;03/03/1997;1200;3.3;;25.5;;;;;;
82900;04/03/1997;0000;;28.3;;0.3;4.7;26.88;83;2.633333;
82900;04/03/1997;1200;4.9;;25.7;;;;;;
82900;05/03/1997;0000;;30.2;;7.5;3;27.38;73.75;3.666667;
82900;05/03/1997;1200;0.7;;24.5;;;;;;
82900;06/03/1997;0000;;30.1;;9.1;5.3;27.02;73.5;3.433333;
82900;06/03/1997;1200;1;;23.2;;;;;;
82900;07/03/1997;0000;;29.8;;8.3;4;26.74;78;2.9;
82900;07/03/1997;1200;1.7;;23.2;;;;;;
82900;08/03/1997;0000;;30.3;;8.6;4;27.24;75;2.5;
82900;08/03/1997;1200;3.2;;23.7;;;;;;
